customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
859,67,Male,Sunglasses,Accessories,82,Miami,XL,Red,Autumn,4.7,No,Standard,No,Yes,10,Debit Card,Daily
860,64,Male,Jeans,Footwear,336,Phoenix,M,Green,Winter,2.2,No,Express,No,Yes,16,UPI,Weekly
861,63,Female,Shoes,Accessories,94,Houston,XXL,Yellow,Autumn,3.5,No,Standard,Yes,Yes,12,PayPal,Daily
862,63,Female,Jacket,Fashion,277,Houston,M,Green,Summer,4.3,Yes,Same-Day,No,No,1,Debit Card,Daily
863,60,Other,Backpack,Electronics,97,Houston,XXL,Blue,Winter,4.1,Yes,Same-Day,Yes,Yes,16,Debit Card,Monthly
864,29,Female,Shoes,Fashion,129,Miami,S,Blue,Summer,4.1,No,Same-Day,Yes,Yes,9,UPI,Weekly
865,33,Other,Backpack,Fashion,415,Chicago,L,Black,Autumn,2.2,No,Same-Day,No,No,9,UPI,Daily
866,51,Female,Sunglasses,Electronics,137,Los Angeles,XXL,Red,Spring,4.1,Yes,Same-Day,No,No,5,Credit Card,Weekly
867,67,Male,Jacket,Accessories,254,Houston,XL,Yellow,Summer,3.0,Yes,Express,No,No,16,PayPal,Daily
868,41,Female,Jacket,Accessories,191,Houston,L,Green,Autumn,1.9,No,Standard,No,No,14,Credit Card,Monthly
869,59,Female,Sunglasses,Accessories,119,Phoenix,XXL,Red,Autumn,4.8,Yes,Same-Day,Yes,Yes,2,PayPal,Monthly
870,61,Female,Sunglasses,Electronics,208,Miami,XXL,White,Summer,3.5,Yes,Standard,Yes,Yes,8,Credit Card,Monthly
871,62,Male,Backpack,Fashion,409,Miami,XL,Black,Spring,4.4,No,Express,Yes,Yes,0,Cash,Monthly
872,46,Other,Watch,Accessories,42,Miami,XL,Yellow,Spring,3.9,No,Standard,No,No,14,Credit Card,Weekly
873,60,Male,Shoes,Accessories,226,Seattle,XL,White,Winter,3.8,No,Standard,Yes,No,11,PayPal,Monthly
874,37,Male,Backpack,Electronics,32,Houston,XXL,Yellow,Spring,2.0,No,Standard,No,Yes,10,PayPal,Weekly
875,18,Other,T-Shirt,Accessories,314,Chicago,XL,Green,Spring,1.6,No,Same-Day,Yes,No,15,Debit Card,Monthly
876,52,Female,T-Shirt,Accessories,242,Los Angeles,S,Black,Winter,4.6,Yes,Same-Day,Yes,Yes,9,UPI,Weekly
877,69,Other,Jeans,Footwear,399,Miami,L,Yellow,Spring,2.8,No,Standard,No,No,0,PayPal,Monthly
878,29,Other,Shoes,Footwear,145,Los Angeles,XL,Red,Autumn,1.9,No,Express,Yes,Yes,5,PayPal,Weekly
879,61,Other,Jacket,Electronics,292,Los Angeles,S,White,Winter,3.0,No,Same-Day,No,Yes,19,UPI,Weekly
880,20,Other,Jacket,Fashion,56,Houston,M,Black,Winter,3.1,No,Express,Yes,No,18,Cash,Daily
881,46,Other,Jacket,Footwear,375,Miami,M,White,Winter,4.9,No,Same-Day,Yes,No,11,Debit Card,Monthly
882,32,Other,Watch,Footwear,46,Miami,M,Green,Winter,4.2,Yes,Same-Day,No,Yes,7,Debit Card,Monthly
883,58,Female,Watch,Electronics,395,Phoenix,XXL,Blue,Spring,4.7,No,Standard,No,No,4,Cash,Daily
884,39,Female,Sunglasses,Electronics,308,Los Angeles,L,Blue,Spring,2.5,No,Standard,Yes,No,0,Debit Card,Monthly
885,64,Other,Backpack,Accessories,195,Chicago,L,Red,Winter,3.1,Yes,Express,No,Yes,11,Cash,Weekly
886,49,Other,Shoes,Accessories,189,Los Angeles,XL,Black,Spring,4.9,Yes,Express,No,No,10,Credit Card,Daily
887,60,Male,Sunglasses,Electronics,257,New York,L,Black,Summer,4.7,Yes,Same-Day,No,No,0,Debit Card,Weekly
888,26,Other,Shoes,Accessories,403,Chicago,XL,Green,Winter,4.0,No,Same-Day,Yes,No,2,PayPal,Monthly
889,63,Other,Backpack,Electronics,79,Seattle,XL,Yellow,Summer,2.0,Yes,Express,Yes,No,9,Debit Card,Weekly
890,24,Other,T-Shirt,Accessories,270,Phoenix,L,Green,Autumn,2.2,Yes,Express,No,Yes,19,Cash,Weekly
891,27,Female,Shoes,Electronics,12,Miami,XL,Red,Summer,4.1,No,Express,Yes,Yes,2,Cash,Daily
892,32,Other,Jeans,Accessories,69,Chicago,S,White,Winter,1.4,Yes,Same-Day,No,Yes,19,Debit Card,Daily
893,32,Female,Backpack,Electronics,115,Miami,XXL,Blue,Spring,2.3,Yes,Express,Yes,Yes,13,PayPal,Daily
894,42,Other,Shoes,Fashion,203,New York,L,Blue,Autumn,3.4,Yes,Standard,No,Yes,13,PayPal,Weekly
895,62,Male,T-Shirt,Accessories,445,Houston,L,Red,Autumn,4.5,Yes,Same-Day,No,No,13,Cash,Daily
896,64,Female,Sunglasses,Accessories,335,Miami,M,Red,Winter,4.0,Yes,Same-Day,Yes,Yes,5,Credit Card,Monthly
897,37,Male,T-Shirt,Footwear,354,Los Angeles,L,Yellow,Winter,3.8,Yes,Express,No,No,1,Cash,Weekly
898,51,Male,Sunglasses,Electronics,292,Chicago,M,Red,Summer,1.7,No,Express,Yes,Yes,0,UPI,Weekly
899,55,Male,Sunglasses,Electronics,440,Miami,L,Red,Winter,4.1,No,Same-Day,Yes,No,12,Debit Card,Daily
900,38,Other,Backpack,Fashion,240,Los Angeles,XXL,Black,Winter,3.5,No,Express,Yes,No,18,UPI,Daily
901,27,Other,Backpack,Fashion,457,Houston,S,Yellow,Summer,3.7,No,Standard,Yes,No,2,UPI,Monthly
902,62,Male,Jeans,Fashion,201,New York,S,Red,Spring,2.6,Yes,Express,No,No,4,UPI,Monthly
903,66,Male,Jacket,Electronics,175,Houston,S,Blue,Summer,4.1,No,Same-Day,No,No,7,Cash,Monthly
904,21,Other,Sunglasses,Fashion,456,New York,XL,Green,Autumn,4.6,No,Same-Day,Yes,Yes,16,UPI,Monthly
905,44,Other,Sunglasses,Electronics,151,Chicago,S,Black,Winter,4.2,No,Standard,No,Yes,15,Cash,Monthly
906,44,Female,Watch,Accessories,283,New York,L,Green,Winter,4.1,No,Same-Day,Yes,No,15,Debit Card,Daily
907,29,Female,Watch,Fashion,470,Houston,XL,Green,Spring,3.8,Yes,Express,Yes,No,6,Credit Card,Monthly
908,24,Female,Watch,Footwear,355,Seattle,XXL,Red,Autumn,4.3,No,Standard,Yes,No,2,Credit Card,Weekly
909,45,Female,Watch,Accessories,345,Chicago,L,Green,Winter,3.6,Yes,Express,Yes,No,15,Cash,Monthly
910,59,Female,Jacket,Electronics,56,New York,S,Red,Summer,4.1,Yes,Same-Day,No,No,0,Debit Card,Weekly
911,33,Male,T-Shirt,Footwear,36,Houston,L,Green,Winter,2.0,No,Express,No,Yes,7,Cash,Monthly
912,40,Female,Backpack,Fashion,358,Houston,L,Green,Autumn,4.0,Yes,Standard,No,Yes,13,Cash,Weekly
913,35,Other,Shoes,Fashion,314,Miami,XL,Yellow,Spring,1.3,No,Express,Yes,No,6,UPI,Weekly
914,61,Other,Shoes,Footwear,174,Miami,XXL,Green,Autumn,1.3,Yes,Same-Day,No,No,16,Debit Card,Daily
915,29,Male,T-Shirt,Electronics,97,Miami,XXL,Blue,Autumn,3.1,Yes,Express,No,Yes,1,Debit Card,Daily
916,38,Female,Sunglasses,Accessories,275,Seattle,XXL,Blue,Spring,4.7,No,Express,No,Yes,13,PayPal,Weekly
917,64,Male,Shoes,Accessories,314,Phoenix,L,Blue,Summer,1.7,No,Standard,Yes,Yes,12,PayPal,Daily
918,49,Male,Backpack,Electronics,492,Phoenix,S,Green,Summer,4.9,Yes,Same-Day,No,No,6,Cash,Daily
919,43,Other,Jacket,Fashion,332,Seattle,M,Blue,Autumn,4.9,No,Express,No,Yes,19,PayPal,Weekly
920,63,Other,Shoes,Fashion,111,Los Angeles,M,Black,Autumn,1.1,No,Express,No,Yes,9,Credit Card,Weekly
921,26,Other,Backpack,Footwear,364,Seattle,S,White,Winter,3.5,Yes,Express,No,Yes,12,Credit Card,Monthly
922,65,Other,Sunglasses,Footwear,293,Houston,M,Yellow,Winter,5.0,No,Standard,Yes,No,9,PayPal,Weekly
923,57,Male,Sunglasses,Electronics,274,New York,M,Blue,Winter,3.5,No,Standard,No,No,4,Credit Card,Monthly
924,25,Male,Watch,Electronics,498,New York,XXL,Red,Spring,4.8,Yes,Same-Day,No,Yes,0,PayPal,Weekly
925,18,Female,T-Shirt,Fashion,329,Chicago,L,Green,Autumn,1.9,Yes,Express,Yes,No,0,UPI,Monthly
926,21,Male,Backpack,Electronics,475,Phoenix,XXL,Green,Autumn,4.9,No,Express,Yes,No,3,Debit Card,Monthly
927,53,Female,Backpack,Footwear,476,Los Angeles,M,White,Winter,4.8,No,Same-Day,Yes,Yes,0,Cash,Daily
928,25,Female,Watch,Fashion,283,Houston,S,White,Autumn,4.5,No,Express,Yes,No,13,Debit Card,Daily
929,68,Other,Watch,Fashion,185,Los Angeles,S,White,Winter,4.2,Yes,Standard,Yes,No,8,Cash,Weekly
930,58,Other,Backpack,Accessories,482,Phoenix,XL,Yellow,Summer,2.8,Yes,Standard,No,Yes,18,PayPal,Daily
931,56,Female,T-Shirt,Fashion,220,Phoenix,XL,Green,Summer,4.4,Yes,Same-Day,No,Yes,2,UPI,Daily
932,48,Male,Jeans,Footwear,437,Phoenix,XXL,Yellow,Winter,2.9,No,Same-Day,Yes,Yes,4,PayPal,Weekly
933,35,Male,T-Shirt,Fashion,228,Houston,XXL,White,Autumn,2.2,Yes,Express,Yes,Yes,12,Debit Card,Monthly
934,50,Other,Backpack,Fashion,304,Chicago,XXL,Green,Autumn,3.0,Yes,Same-Day,Yes,No,13,PayPal,Weekly
935,26,Female,Sunglasses,Electronics,87,Chicago,L,Black,Summer,1.5,No,Same-Day,Yes,Yes,7,Debit Card,Monthly
936,55,Female,Jeans,Fashion,37,Phoenix,M,Red,Spring,2.4,No,Standard,Yes,No,7,Credit Card,Monthly
937,53,Other,Backpack,Fashion,483,Phoenix,S,White,Summer,1.1,Yes,Express,Yes,Yes,2,Credit Card,Daily
938,46,Female,Jeans,Footwear,494,Miami,S,Red,Winter,1.5,Yes,Same-Day,Yes,No,0,Cash,Daily
939,34,Male,T-Shirt,Footwear,279,Miami,XL,Yellow,Summer,3.4,Yes,Same-Day,No,No,13,Debit Card,Daily
940,29,Other,Shoes,Footwear,294,Chicago,S,White,Spring,4.9,No,Same-Day,Yes,Yes,10,Debit Card,Weekly
941,17,Male,Jacket,Accessories,298,New York,M,Blue,Winter,3.7,No,Same-Day,No,No,15,Debit Card,Weekly
942,46,Male,T-Shirt,Accessories,209,Seattle,S,Black,Winter,3.1,Yes,Express,No,No,5,Credit Card,Daily
943,18,Other,Backpack,Accessories,86,Houston,M,Blue,Winter,2.3,No,Standard,Yes,No,8,Credit Card,Monthly
944,20,Male,Jeans,Fashion,139,Houston,S,Blue,Autumn,4.7,No,Standard,Yes,Yes,11,UPI,Weekly
945,21,Other,T-Shirt,Footwear,368,Phoenix,L,Blue,Winter,2.0,Yes,Standard,Yes,Yes,6,UPI,Monthly
946,58,Female,T-Shirt,Footwear,303,Los Angeles,XL,Blue,Autumn,4.8,Yes,Express,Yes,Yes,5,UPI,Daily
947,43,Female,T-Shirt,Electronics,320,Seattle,L,Blue,Winter,2.0,No,Standard,No,No,6,Cash,Daily
948,25,Male,Jacket,Footwear,20,Houston,S,Yellow,Autumn,2.3,Yes,Express,No,No,4,Debit Card,Monthly
949,47,Male,Shoes,Electronics,249,Chicago,M,White,Spring,2.4,No,Express,No,No,15,Cash,Daily
950,43,Female,Shoes,Electronics,395,Chicago,XXL,Yellow,Summer,3.8,Yes,Same-Day,No,No,8,UPI,Weekly
951,21,Female,Sunglasses,Fashion,175,Seattle,S,Green,Winter,4.1,Yes,Same-Day,No,No,12,UPI,Monthly
952,33,Male,Shoes,Footwear,271,Phoenix,S,White,Summer,3.5,No,Express,No,No,2,UPI,Weekly
953,37,Male,Sunglasses,Electronics,223,Seattle,S,Black,Summer,3.0,Yes,Standard,No,Yes,14,PayPal,Weekly
954,46,Female,Backpack,Fashion,39,Chicago,XXL,Green,Summer,4.3,Yes,Standard,No,Yes,12,Cash,Daily
955,44,Other,Jacket,Fashion,456,Los Angeles,XL,Red,Spring,5.0,Yes,Express,Yes,Yes,18,Cash,Daily
956,54,Other,Sunglasses,Accessories,244,Los Angeles,M,Blue,Spring,3.0,Yes,Same-Day,Yes,Yes,2,Cash,Weekly
957,19,Male,Sunglasses,Electronics,249,Seattle,M,Black,Spring,4.1,No,Express,Yes,No,8,Debit Card,Daily
958,27,Other,Jeans,Footwear,42,Seattle,S,Yellow,Autumn,4.3,Yes,Same-Day,No,Yes,11,PayPal,Monthly
959,64,Other,Jacket,Fashion,213,Miami,M,Yellow,Autumn,3.4,Yes,Express,Yes,Yes,16,Debit Card,Daily
960,54,Other,Backpack,Electronics,126,Seattle,XL,Black,Winter,2.5,Yes,Same-Day,Yes,Yes,11,Debit Card,Monthly
961,23,Other,Watch,Fashion,275,New York,L,Blue,Summer,3.1,Yes,Same-Day,Yes,No,2,Cash,Monthly
962,60,Female,Shoes,Fashion,476,Seattle,XXL,Yellow,Winter,2.0,Yes,Express,No,Yes,3,Cash,Daily
963,40,Other,Jeans,Fashion,355,Los Angeles,S,Black,Summer,2.1,Yes,Standard,No,No,18,PayPal,Daily
964,49,Female,Backpack,Fashion,473,Seattle,XXL,Black,Autumn,3.9,Yes,Same-Day,No,Yes,10,Credit Card,Daily
965,57,Male,Backpack,Electronics,428,Miami,M,Green,Spring,2.0,No,Standard,No,Yes,9,PayPal,Daily
966,25,Male,Backpack,Fashion,417,Miami,M,Red,Summer,4.3,No,Express,No,No,19,Cash,Monthly
967,41,Other,T-Shirt,Accessories,29,Los Angeles,XXL,Black,Winter,1.9,No,Express,No,No,5,Credit Card,Monthly
968,44,Other,Backpack,Electronics,143,New York,XXL,Green,Summer,1.2,Yes,Same-Day,No,Yes,19,Cash,Daily
969,63,Male,Watch,Electronics,460,Phoenix,XL,Green,Summer,2.7,Yes,Express,Yes,No,15,Credit Card,Daily
970,53,Other,Sunglasses,Fashion,83,Chicago,S,Red,Winter,4.4,No,Same-Day,Yes,Yes,11,Cash,Weekly
971,23,Female,Jeans,Electronics,377,Los Angeles,XL,Yellow,Spring,4.2,No,Express,No,Yes,19,UPI,Weekly
972,58,Female,Sunglasses,Accessories,234,Houston,XXL,Red,Summer,1.5,Yes,Standard,No,No,4,Debit Card,Monthly
973,60,Other,Jeans,Accessories,81,Los Angeles,L,Green,Autumn,1.2,Yes,Express,Yes,Yes,16,PayPal,Daily
974,31,Female,T-Shirt,Electronics,157,Chicago,S,Yellow,Autumn,1.2,Yes,Express,No,Yes,13,Cash,Monthly
975,64,Other,Jacket,Accessories,82,Seattle,M,Blue,Summer,4.4,No,Express,Yes,No,18,PayPal,Monthly
976,37,Female,Shoes,Fashion,148,Chicago,XXL,Blue,Autumn,4.0,Yes,Standard,No,Yes,10,Debit Card,Daily
977,69,Other,Watch,Footwear,66,Houston,XXL,Yellow,Summer,1.9,No,Express,Yes,No,11,Debit Card,Monthly
978,25,Female,T-Shirt,Fashion,204,Seattle,XL,Green,Summer,2.8,No,Standard,No,No,15,PayPal,Weekly
979,59,Female,Sunglasses,Fashion,284,New York,M,Green,Summer,4.4,No,Same-Day,No,Yes,7,UPI,Weekly
980,56,Male,Watch,Footwear,309,Houston,M,White,Summer,1.6,Yes,Standard,No,No,16,PayPal,Weekly
981,59,Male,Shoes,Footwear,165,Seattle,XXL,Yellow,Winter,4.6,No,Express,Yes,No,18,Cash,Weekly
982,21,Male,Sunglasses,Fashion,427,Miami,L,Black,Winter,3.0,Yes,Same-Day,Yes,No,16,Credit Card,Daily
983,69,Other,Shoes,Accessories,140,New York,S,Green,Autumn,4.9,Yes,Standard,No,Yes,19,Cash,Monthly
984,22,Other,T-Shirt,Electronics,456,Chicago,XXL,Green,Summer,2.9,No,Express,No,Yes,14,Credit Card,Monthly
985,36,Other,Watch,Fashion,352,Miami,S,Yellow,Summer,4.2,Yes,Same-Day,No,No,9,Debit Card,Monthly
986,47,Male,Jeans,Accessories,335,Chicago,S,Blue,Spring,4.3,No,Standard,Yes,Yes,11,Cash,Daily
987,54,Female,Shoes,Footwear,352,Miami,S,Red,Spring,2.7,Yes,Express,No,No,17,Credit Card,Monthly
988,35,Female,Shoes,Fashion,315,Phoenix,M,Black,Autumn,2.0,Yes,Express,No,Yes,2,UPI,Monthly
989,21,Male,Shoes,Accessories,374,Chicago,M,White,Winter,1.4,No,Standard,Yes,No,13,Cash,Weekly
990,19,Female,T-Shirt,Accessories,284,Houston,M,Black,Winter,4.0,Yes,Express,No,No,5,Cash,Daily
991,42,Other,Backpack,Footwear,190,Houston,XXL,Yellow,Spring,2.2,Yes,Same-Day,Yes,No,16,PayPal,Monthly
992,27,Male,Jacket,Footwear,267,Los Angeles,S,Black,Spring,4.2,Yes,Same-Day,No,Yes,4,Debit Card,Weekly
993,39,Male,Jeans,Electronics,187,Seattle,M,Red,Summer,2.4,No,Express,No,No,8,Debit Card,Daily
994,20,Other,Backpack,Fashion,305,New York,XL,Red,Winter,3.4,Yes,Standard,Yes,No,9,Debit Card,Weekly
995,68,Male,Watch,Electronics,479,Miami,M,Red,Summer,2.0,No,Standard,Yes,Yes,13,Debit Card,Weekly
996,44,Other,Watch,Electronics,82,Los Angeles,S,Yellow,Autumn,2.8,No,Express,No,Yes,6,Credit Card,Daily
997,38,Female,Sunglasses,Fashion,392,Phoenix,XXL,Yellow,Winter,3.0,Yes,Same-Day,Yes,No,15,Debit Card,Daily
998,44,Female,Jacket,Footwear,84,Phoenix,S,Black,Spring,4.8,No,Same-Day,Yes,Yes,16,PayPal,Monthly
999,40,Male,Jacket,Footwear,413,Houston,S,Black,Summer,2.9,No,Same-Day,Yes,Yes,8,UPI,Daily
1000,35,Female,Watch,Electronics,432,Los Angeles,XXL,Yellow,Winter,4.8,No,Express,No,Yes,10,Cash,Weekly
1001,51,Male,Jacket,Accessories,109,Seattle,XXL,Blue,Summer,3.7,Yes,Standard,No,Yes,6,Credit Card,Daily
1002,30,Female,Jeans,Accessories,335,Chicago,XL,Red,Spring,4.3,No,Express,No,Yes,15,PayPal,Monthly
1003,28,Male,Jacket,Accessories,174,Los Angeles,XL,Red,Summer,4.3,Yes,Same-Day,Yes,Yes,14,Debit Card,Weekly
1004,62,Other,Jeans,Accessories,281,Seattle,XXL,Red,Spring,1.7,Yes,Express,No,Yes,10,Debit Card,Monthly
1005,16,Male,Shoes,Footwear,154,Phoenix,L,Blue,Summer,2.8,No,Express,No,Yes,11,Credit Card,Weekly
1006,25,Male,Backpack,Accessories,188,Seattle,XL,White,Autumn,2.6,No,Express,No,Yes,5,Cash,Daily
1007,64,Female,Sunglasses,Electronics,49,Chicago,S,White,Summer,2.1,No,Standard,No,Yes,8,UPI,Weekly
1008,42,Other,Backpack,Electronics,61,Chicago,XL,Red,Spring,4.4,No,Express,Yes,No,13,Cash,Monthly
1009,16,Other,Jeans,Accessories,452,Houston,M,Green,Winter,2.6,Yes,Same-Day,No,Yes,16,UPI,Monthly
1010,59,Other,T-Shirt,Footwear,352,Seattle,S,Blue,Summer,4.6,No,Express,Yes,Yes,18,UPI,Daily
1011,41,Male,T-Shirt,Fashion,496,Houston,S,Green,Spring,4.9,Yes,Standard,Yes,No,11,Credit Card,Monthly
1012,55,Other,Jeans,Fashion,206,Houston,L,Yellow,Winter,3.3,Yes,Standard,Yes,Yes,0,Credit Card,Monthly
1013,44,Other,Jeans,Fashion,310,Los Angeles,XL,Yellow,Autumn,3.2,Yes,Same-Day,No,No,15,Cash,Daily
1014,53,Female,Shoes,Accessories,298,Los Angeles,M,Blue,Winter,1.5,No,Express,Yes,No,0,Credit Card,Weekly
1015,18,Female,Watch,Fashion,482,New York,S,Red,Spring,2.4,No,Standard,No,No,8,Credit Card,Weekly
1016,54,Male,Watch,Accessories,228,Seattle,L,Red,Summer,2.1,No,Express,No,Yes,6,Debit Card,Daily
1017,36,Male,Sunglasses,Footwear,341,Miami,L,Yellow,Spring,3.1,No,Standard,No,No,13,Credit Card,Monthly
1018,62,Other,T-Shirt,Fashion,279,Chicago,M,Green,Winter,1.9,No,Standard,No,No,6,Credit Card,Weekly
1019,29,Female,Sunglasses,Electronics,446,Miami,XL,Yellow,Summer,3.1,Yes,Standard,No,No,7,Credit Card,Monthly
1020,16,Female,T-Shirt,Accessories,377,Los Angeles,L,Blue,Winter,4.1,No,Same-Day,No,Yes,5,UPI,Daily
1021,58,Male,Sunglasses,Footwear,290,Seattle,XL,Black,Winter,4.1,No,Same-Day,No,Yes,18,Credit Card,Weekly
1022,25,Male,T-Shirt,Electronics,231,Seattle,XXL,Blue,Autumn,2.7,Yes,Standard,Yes,Yes,14,Debit Card,Monthly
1023,44,Male,Watch,Accessories,473,Phoenix,XXL,Red,Spring,5.0,Yes,Same-Day,Yes,No,8,Cash,Monthly
1024,56,Male,Jacket,Accessories,255,Seattle,XL,White,Autumn,1.6,Yes,Standard,No,No,14,UPI,Weekly
1025,49,Female,Watch,Footwear,64,Phoenix,M,Green,Winter,4.9,Yes,Same-Day,No,No,4,PayPal,Monthly
1026,17,Male,T-Shirt,Accessories,204,Houston,XXL,Green,Spring,3.3,No,Express,No,No,1,Credit Card,Monthly
1027,24,Male,T-Shirt,Accessories,367,Phoenix,XXL,Green,Winter,3.2,No,Standard,No,No,16,Cash,Daily
1028,58,Female,T-Shirt,Footwear,47,Seattle,XL,White,Spring,4.3,No,Same-Day,No,Yes,13,Debit Card,Daily
1029,22,Female,Backpack,Footwear,292,Seattle,M,Green,Summer,2.1,No,Express,Yes,No,14,PayPal,Monthly
1030,45,Male,Jeans,Electronics,420,Seattle,M,White,Winter,1.5,No,Express,Yes,No,2,UPI,Daily
1031,40,Male,Jeans,Fashion,296,New York,L,Green,Autumn,2.7,Yes,Express,No,Yes,5,UPI,Weekly
1032,66,Male,T-Shirt,Accessories,58,Seattle,XL,Black,Spring,4.4,No,Express,No,Yes,5,Credit Card,Daily
1033,21,Female,Jacket,Accessories,424,Los Angeles,L,Green,Autumn,1.6,Yes,Same-Day,Yes,No,6,UPI,Weekly
1034,43,Male,Backpack,Electronics,372,Miami,S,Blue,Summer,4.2,No,Express,Yes,Yes,5,Cash,Daily
1035,33,Male,Sunglasses,Fashion,34,Miami,XL,Black,Summer,3.3,Yes,Standard,Yes,No,2,UPI,Daily
1036,39,Male,Shoes,Electronics,154,New York,M,Blue,Winter,2.9,No,Standard,Yes,Yes,11,UPI,Monthly
1037,33,Male,Watch,Electronics,493,Chicago,M,Yellow,Autumn,3.3,Yes,Express,Yes,No,11,Cash,Monthly
1038,34,Female,Jacket,Electronics,297,Phoenix,XXL,Red,Spring,1.6,No,Express,Yes,No,12,UPI,Daily
1039,51,Other,Jeans,Accessories,145,New York,S,Green,Summer,1.9,Yes,Same-Day,No,No,11,UPI,Monthly
1040,44,Male,Sunglasses,Electronics,13,New York,S,Black,Spring,2.3,Yes,Same-Day,No,No,16,UPI,Monthly
1041,46,Male,Sunglasses,Fashion,222,Los Angeles,L,Yellow,Summer,1.7,Yes,Express,No,Yes,0,Cash,Monthly
1042,31,Other,Shoes,Accessories,108,New York,L,Blue,Winter,2.4,Yes,Same-Day,No,Yes,17,UPI,Monthly
1043,63,Male,Shoes,Fashion,413,Miami,XXL,Red,Summer,3.1,Yes,Standard,No,No,15,Credit Card,Daily
1044,25,Other,Watch,Accessories,378,Chicago,XXL,Yellow,Autumn,2.6,Yes,Express,No,Yes,4,PayPal,Daily
1045,43,Male,Jeans,Footwear,337,Chicago,XXL,Blue,Spring,3.2,Yes,Express,Yes,Yes,6,Credit Card,Monthly
1046,53,Other,Backpack,Electronics,284,Phoenix,M,Yellow,Winter,4.5,No,Standard,Yes,No,10,UPI,Weekly
1047,16,Male,Jeans,Accessories,67,New York,XL,Yellow,Autumn,2.3,No,Same-Day,Yes,No,4,Cash,Weekly
1048,43,Other,Watch,Footwear,391,Los Angeles,XXL,Black,Winter,4.8,Yes,Standard,Yes,Yes,8,Debit Card,Weekly
1049,29,Other,Sunglasses,Accessories,397,Miami,XL,Red,Winter,1.8,No,Same-Day,No,Yes,8,Debit Card,Monthly
1050,59,Male,Jeans,Fashion,332,Phoenix,L,Blue,Winter,2.6,Yes,Same-Day,No,No,0,UPI,Weekly
1051,41,Other,Shoes,Accessories,466,Phoenix,S,Yellow,Winter,5.0,No,Express,Yes,No,13,PayPal,Weekly
1052,18,Other,Jeans,Accessories,419,Phoenix,XXL,Blue,Spring,2.9,No,Same-Day,Yes,Yes,2,Cash,Weekly
1053,59,Other,Jeans,Fashion,286,Seattle,M,Yellow,Summer,2.6,No,Same-Day,No,No,1,Credit Card,Daily
1054,26,Other,Sunglasses,Electronics,162,Chicago,M,White,Winter,3.4,No,Standard,No,Yes,17,Debit Card,Daily
1055,28,Other,Jacket,Fashion,100,Chicago,XL,Green,Autumn,4.0,No,Same-Day,No,Yes,18,UPI,Monthly
1056,57,Female,Jeans,Accessories,36,Chicago,S,Blue,Summer,3.0,Yes,Same-Day,Yes,No,2,Debit Card,Daily
1057,43,Male,Backpack,Footwear,61,Los Angeles,XL,White,Summer,3.2,Yes,Same-Day,No,No,3,UPI,Daily
1058,69,Male,Backpack,Accessories,169,Seattle,S,Yellow,Spring,2.1,No,Same-Day,Yes,No,4,Debit Card,Monthly
1059,38,Other,Shoes,Accessories,170,Houston,L,White,Spring,2.6,No,Express,Yes,No,6,PayPal,Monthly
1060,19,Male,Watch,Electronics,279,Miami,XXL,Green,Spring,3.3,No,Same-Day,Yes,No,0,UPI,Monthly
1061,64,Male,Watch,Footwear,168,Chicago,XL,Red,Autumn,3.8,No,Standard,No,No,6,Credit Card,Monthly
1062,16,Male,Backpack,Accessories,189,Los Angeles,XXL,White,Winter,1.6,Yes,Same-Day,Yes,Yes,6,Credit Card,Weekly
1063,58,Other,Jacket,Fashion,103,Miami,L,Red,Winter,1.5,No,Standard,No,Yes,8,PayPal,Weekly
1064,59,Female,Backpack,Electronics,27,Chicago,XXL,Blue,Winter,4.2,Yes,Same-Day,No,Yes,12,Debit Card,Monthly
1065,37,Female,Sunglasses,Accessories,436,Miami,L,White,Spring,3.7,No,Express,Yes,No,13,UPI,Monthly
1066,30,Male,Backpack,Fashion,297,Chicago,S,Green,Spring,2.9,No,Same-Day,No,Yes,4,Credit Card,Monthly
1067,58,Male,Backpack,Accessories,149,Houston,M,Green,Winter,4.2,No,Same-Day,No,No,4,Debit Card,Monthly
1068,61,Female,Sunglasses,Fashion,153,Seattle,S,Red,Spring,4.2,No,Express,Yes,Yes,5,PayPal,Monthly
1069,24,Other,T-Shirt,Accessories,477,New York,XL,Red,Spring,3.9,Yes,Same-Day,No,Yes,18,Debit Card,Monthly
1070,17,Other,Sunglasses,Footwear,159,Houston,L,Blue,Summer,1.5,No,Standard,No,No,1,Cash,Daily
1071,31,Male,Shoes,Fashion,59,New York,XXL,Green,Summer,2.1,Yes,Standard,No,No,6,Cash,Weekly
1072,52,Female,Backpack,Electronics,384,Chicago,XL,White,Winter,2.2,Yes,Same-Day,Yes,No,7,Credit Card,Weekly
1073,29,Female,Watch,Electronics,99,Phoenix,XXL,Green,Summer,4.1,No,Express,No,No,2,Credit Card,Monthly
1074,33,Female,Jacket,Fashion,19,Los Angeles,L,Yellow,Winter,4.0,No,Standard,No,No,5,UPI,Daily
1075,25,Male,Shoes,Electronics,54,Chicago,M,Black,Winter,4.2,Yes,Standard,No,No,18,UPI,Monthly
